address,eligible_ousd_value_human,ousd_compensation_human,ogn_compensation_human,eligible_ousd_value,ousd_compensation,ogn_compensation
0x87aD8471674c867208c8a79df918e3419A3DA965,68.91,68.91,0.00,6.891428092740356e+19,6.891428092740356e+19,0
0x882664b6ff96Ed044F7C057d1b1d3b2269e532B2,1.01,1.01,0.00,1.0081781216436292e+18,1.0081781216436292e+18,0
0x8888F13aE110149D8c3D2c2015CB175aea9F3c39,77.54,77.54,0.00,7.753582386291234e+19,7.753582386291234e+19,0
0x889AD622CA26b3F279667eb5Aa69e77769DC823d,891.83,891.83,0.00,8.918269601865075e+20,8.918269601865075e+20,0
0x88ddee01aE4F6775d732e53C6e0fB73a61af0313,86.86,86.86,0.00,8.686130137595653e+19,8.686130137595653e+19,0
0x898ec6E7967Fb12a68B69226C07F6F2f934c026B,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x89eBCb7714bd0D2F33ce3a35C12dBEB7b94af169,"2,318.53","1,329.63","6,628.01",2.31853196384295e+21,1329632990960737517568,6628009201623408530187
0x8a0fCF14276329C30324C464185B6E30EE2a5DdB,"3,379.76","1,594.94","11,962.60",3.379759822368058e+21,1594939955592014462976,11962599643271068290402
0x8a14ad78280f84Da7E2b623D30094eC4bCAE7fdA,10.24,10.24,0.00,1.0237835402849794e+19,1.0237835402849794e+19,0
0x8A9b7145bc7F7b2A530F188a4Fc933F66F5cfe12,"9,895.56","3,223.89","44,716.30",9.895561919792517e+21,3223890479948129370112,44716296513702333179195
0x8AcF01606ec48df06ed7D1fB645435aE0482a63E,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x8B620586f7a6063a966Df30E9C9872A0b4c2232E,99.62,99.62,0.00,9.961644771228738e+19,9.961644771228738e+19,0
0x8c04a5777Aa418f6b40A33E1984E605067bd2043,350.83,350.83,0.00,3.508319903625478e+20,3.508319903625478e+20,0
0x8c061Fc4625Ab8244ef1B9Bee7004F5f791F4dB9,"631,895.13","158,723.78","3,171,389.71",6.318951258425612e+23,158723781460640296075264,3171389707653625256205040
0x8D5681e37FcC00Deb2c824131FB4Bba723c04aB2,0.16,0.16,0.00,1.5604283173484634e+17,1.5604283173484634e+17,0
0x8da02D597a2616e9eC0c82B2b8366B00d69da29A,510.30,510.30,0.00,5.103017895014637e+20,5.103017895014637e+20,0
0x8DDa9F7b1e658e7a6badE6088D04FE7847A8f349,1.01,1.01,0.00,1.0081781216436292e+18,1.0081781216436292e+18,0
0x8de2897bA83c22ca43615BDFA1D27D8FD159ee7d,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x8E3b0d68B31a809eAe55278A0E163696ce9f09d7,"3,385.56","1,596.39","11,991.77",3.3855618644198556e+21,1596390466104963891200,11991765404255306123324
0x8e3FAbF5A1E4B773C227d2646EB2470263D3a1bF,"20,097.53","5,774.38","95,999.66",2.0097532160341797e+22,5774383040085449244672,95999658982951392319142
0x8E8b5a9b79E65F06B9Bb9Fc397eF9dD8Dfb63b3E,233.13,233.13,0.00,2.3313085296864785e+20,2.3313085296864785e+20,0
0x8ec62D3d70C1A27b68B396851367a4f17b096FE3,21.14,21.14,0.00,2.113694108956798e+19,2.113694108956798e+19,0
0x8eca30817d4d5eD120b5e0777987ab7B7fe3fC13,892.24,892.24,0.00,8.922392533094037e+20,8.922392533094037e+20,0
0x8F1fDBc2a85C88344079028901DaedBb7b1a7128,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x8F265B4e08eEe526C5726EdbbA21d9DEb0b739e9,6.27,6.27,0.00,6.272237742779291e+18,6.272237742779291e+18,0
0x8FF5dD6837A0398824f8b817dE98Bb79c0536B33,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x8ffB65E51D3A9427A086a9e5c8A2e99e73aD6cE0,66.08,66.08,0.00,6.608239382603894e+19,6.608239382603894e+19,0
0x90b18273273738AB7b0e0f713411FF0a293729fD,36.53,36.53,0.00,3.653112373319739e+19,3.653112373319739e+19,0
0x912AF00Afd99D1b101eB533AbaEE7A06Ed814aCE,"1,184.53","1,046.13",927.61,1.1845315748367415e+21,1046132893709185384448,927605101391127033136
0x91Fc39cf206558CE3A2274e7992517dB84C5a5B1,54.26,54.26,0.00,5.425580342155265e+19,5.425580342155265e+19,0
0x9213298dCA1bA339c49a7782dB2803dE91937Ca6,167.06,167.06,0.00,1.6706093390425345e+20,1.6706093390425345e+20,0
0x9224bbB4E0fBE2f2f8fab55DEbC41Eb21fDfB804,"7,710.05","2,677.51","33,730.16",7.710052461406084e+21,2677513115351520903168,33730156474896532905522
0x922ef485a31f7Edbb668c8C82D4d594AdA8E85D8,204.38,204.38,0.00,2.0437545906626678e+20,2.0437545906626678e+20,0
0x9283099A29556fCF8fFF5b2Cea2D4F67CB7A7A8b,"3,648.36","1,662.09","13,312.81",3.648361779222275e+21,1662090444805568724992,13312810552390792057479
0x931F50637c31f62fA4041290DBBF7bD30979C151,5.57,5.57,0.00,5.568569735560395e+18,5.568569735560395e+18,0
0x93B0cCF2090F970b086f2320D15B09308005596d,100.19,100.19,0.00,1.001910395352443e+20,1.001910395352443e+20,0
0x941E19A89993a2Bc00D57D5672749b93Ea670411,"4,983.27","1,995.82","20,023.16",4.983274221132168e+21,1995818555283041943552,20023161299256875540589
0x9447600258b8CF953002E87a1DaaA85949af06Fd,79.85,79.85,0.00,7.984882523632265e+19,7.984882523632265e+19,0
0x95046731575eE1019dC04D88c926e065cBab8618,"1,701.16","1,175.29","3,524.58",1.7011563720126185e+21,1175289093003154620416,3524579618025897193351
0x95B96E25F56CbDB9C0D9B26FE49275B9FAb4Eed0,107.29,107.29,0.00,1.0728977068422762e+20,1.0728977068422762e+20,0
0x95cFaDDac52b76DA6e858Dd0896a46fcDf79E486,"3,733.85","1,683.46","13,742.56",3.733854019770181e+21,1683463504942545240064,13742563772303188473136
0x95f1872c2c63f54072BD42F68BeEe71E0D6f67d3,25.62,25.62,0.00,2.5616139846585786e+19,2.5616139846585786e+19,0
0x96d3C32CAA04B91247c62868f6388151E9d7c835,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x96e745a093C07aaf4a4eC3e0884C9c39D832D859,29.08,29.08,0.00,2.9083219148711203e+19,2.9083219148711203e+19,0
0x96FEb7b6F808dd2BBd09c9E5ccdE77caBd58d019,"50,321.62","13,330.40","247,930.40",5.0321619965307764e+22,13330404991326941085696,247930395267967984296836
0x971E61B7C9fc0CBFBba6C8743eE2bdc4a8Fa754c,138.30,138.30,0.00,1.3830151536717224e+20,1.3830151536717224e+20,0
0x977Ce470898DCb619b997DAAdfa8557Dfee59034,"4,292.20","1,823.05","16,549.28",4.292204217386615e+21,1823051054346653794304,16549283934584191574477
0x98404935fbBfB6f1B44c22Fc9f9c15E58B626de9,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x998056659c48a3e2854Ee3E9AeB95660f6608aFf,249.92,249.92,0.00,2.4992496284518125e+20,2.4992496284518125e+20,0
0x99962e7D109833dFc78530587ed71270A6060040,"1,326.10","1,081.52","1,639.23",1.326097165589059e+21,1081524291397264736256,1639228379301569763860
0x999aD0e89006AB3F6928839D081EAf8b9AD61a8F,99.95,99.95,0.00,9.995224137360377e+19,9.995224137360377e+19,0
0x99A5A6010e81d3Efa13d5832043E9C3B6c11Ef3d,533.52,533.52,0.00,5.335168505105363e+20,5.335168505105363e+20,0
0x9a567a640b2Fe21d90a05271ade593e9C74812A6,24.51,24.51,0.00,2.4511227770760843e+19,2.4511227770760843e+19,0
0x9a8907e6DEA278196001777EF7A2187Ce5cEC478,39.72,39.72,0.00,3.972348693036172e+19,3.972348693036172e+19,0
0x9A911A489af5A2b5B307cEe438641C0f680465D9,"2,428.81","1,357.20","7,182.34",2.4288059633882366e+21,1357201490847059148800,7182335606844352857908
0x9Ab1A23a1d2aC3603c73d8d3C1E96B7Fd4e7aA19,5.11,5.11,0.00,5.11268779578755e+18,5.11268779578755e+18,0
0x9b0c19000a8631c1f555bb365bDE308384E4f2Ff,"60,703.11","15,925.78","300,116.19",6.070311476136039e+22,15925778690340097097728,300116193505497930919463
0x9BB6aCEE72Ef687E9e0bB1B78C908526D967B745,49.91,49.91,0.00,4.990610398592872e+19,4.990610398592872e+19,0
0x9bc070297B840F70e5137C1Fe0504889F6871573,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x9c00D7E3946687117e7A9224DbED062984F322FC,30.57,30.57,0.00,3.0571738052887663e+19,3.0571738052887663e+19,0
0x9c1DA680B09A1b803F87478C359eaFcD5c895A65,"28,660.28","7,915.07","139,042.99",2.866028499663797e+22,7915071249159492730880,139042987583635912819302
0x9CA0B79F482d9351EEC1C4377c80BAa3d8008171,8.69,8.69,0.00,8.685538300365411e+18,8.685538300365411e+18,0
0x9cB9A28C08C289372178809714F7286C7B9873Bb,"1,133.88","1,033.47",673.01,1.1338848402739056e+21,1033471210068476395520,673013607274994547989
0x9CebbE3A0bB2B508E9a29C8c9F10A503ED7299ce,"1,638.26","1,159.56","3,208.40",1.6382575839230016e+21,1159564395980750389248,3208399382990959569329
0x9Dd06ADed3583F233cdF231F1e9677ABbF5621F1,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x9Dd56BbAB471f13eF37C06C342C6d22E6EBF9429,"5,016.08","2,004.02","20,188.05",5.016076100697478e+21,2004019025174369402880,20188050104042280218766
0x9e8c608392cEc747eBd989Fc1e237fc5Abe51bc5,987.89,987.89,0.00,9.878867058210941e+20,9.878867058210941e+20,0
0x9efab36288565dC343b6909350767cb392AA4F69,"24,788.99","6,947.25","119,582.71",2.4788987078640275e+22,6947246769660068626432,119582709845711835652117
0x9F79A95BcF083bd9b1206babd2e56c74372ce1a5,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x9fc8De33630C4b528187840607b3D4590c63997c,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x9FfD0a5b5438B95861167422E745D34d151bcc3b,213.03,213.03,0.00,2.1303418724254233e+20,2.1303418724254233e+20,0
0xA0168D37A5332275f77A7792b74F9E77CC63Db0f,74.87,74.87,0.00,7.486889319768377e+19,7.486889319768377e+19,0
0xA0DbD8124d84f05a447227C25694d959570B5bbc,952.46,952.46,0.00,9.524648388995577e+20,9.524648388995577e+20,0
0xA0e04247d39eBc07f38ACca38Dc10E14fa8d6C98,"59,819.79","15,704.95","295,675.90",5.981979205951521e+22,15704948014878803099648,295675898422496040877640
0xa14ed585B6a4745CaA6cc94952379853d93cb3D6,"3,568.43","1,642.11","12,911.03",3.568434080628385e+21,1642108520157096312832,12911029225678880284825
0xA1bD817e13ED6Bb524ED491cff76C83aFEC773Ac,108.27,108.27,0.00,1.0827465387376122e+20,1.0827465387376122e+20,0
0xA279A334d2Ca6bb76d3A09E6056D583A8aAaEB90,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xa299FcF51e6EE5030e13c2236e44aFE0B6fcA4bC,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xA2BF60058C0657C45FDd1741220b4A7F0DA91CA3,"2,112.15","1,278.04","5,590.57",2.1121498779150333e+21,1278037469478758318080,5590565740189510417158
0xa2D823E5df8fAE7BF6139E57076630C736B30fbB,30.23,30.23,0.00,3.023066608121784e+19,3.023066608121784e+19,0
0xA315E1Dd4D89ac9D3B40F0cEfA4FA7A1c10c66ba,629.97,629.97,0.00,6.299652488071275e+20,6.299652488071275e+20,0
0xA3F6679520c137d993739F20457aBBACe6a01617,"10,614.08","3,403.52","48,328.17",1.0614083274193618e+22,3403520818548404387840,48328166592796334876139
0xa4104c8457557CEBCD6F8a55bB223110EA4c324e,"1,123.39","1,030.85",620.28,1.1233934803476188e+21,1030848370086904692736,620275537940442883431
0xa48C42B970F44EFfE6F99539f2444051e2a1a0Ab,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xA4f8665494516C328fD19DDcCD936ad8C1aAC829,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xa4FD228b199A1e2dd8C685a7442c4C703d62732c,14.18,14.18,0.00,1.4178411326674661e+19,1.4178411326674661e+19,0
0xA53593928285B65315C43d93c376DbA601A2b822,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xa53b465061c86f8a0497b85a16551FFdC87c9692,20.41,20.41,0.00,2.0405296808219247e+19,2.0405296808219247e+19,0
0xa5423f7077baAd06c89205F08FA499b4a75bFF96,1.01,1.01,0.00,1.0081781216436292e+18,1.0081781216436292e+18,0
0xa5Ff245EC19298Eb972085B7271355288B39Df7F,143.66,143.66,0.00,1.4366020141383269e+20,1.4366020141383269e+20,0
0xA631FbD878c665A4A9f3f315d74d685bF81D3678,194.99,194.99,0.00,1.949893552173012e+20,1.949893552173012e+20,0
0xA6DE2e9B80eF5235Ce2240c2C2dE123e9cdd31b7,"1,716.65","1,179.16","3,602.48",1.7166534936625564e+21,1179163373415639089152,3602480698705879808686
0xA76Ca190CA45DC1A0322259Aa6D5d92846B049c0,"4,610.35","1,902.59","18,148.52",4.6103464771320105e+21,1902586619283002621952,18148524516414261835495
0xA7b63A01b8dE5b02A4eE0b49B7AC9CE312A648e7,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xA7C60A8bbF27715F33F6E8406B09BD53f14747f5,70.02,70.02,0.00,7.001746617572691e+19,7.001746617572691e+19,0
0xa7F1A2AB9765B757Efee758dd3d8e88BBa28B67B,15.30,15.30,0.00,1.5304548176138e+19,1.5304548176138e+19,0
0xa83b4153523b2a60062a83a2f86a0498047c0Fc7,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xa83c572C8072f3b11562F08B89d4F3077682acDB,81.74,81.74,0.00,8.174254408453204e+19,8.174254408453204e+19,0
0xA847cdCE7C27b42dC16Ebbc5C3FB4e8ed1Fb0A10,"8,108.75","2,777.19","35,734.34",8.108751583274707e+21,2777187895818676862976,35734341068740151400321
0xa856a5224Dac28B7dc16929D30ce38cf5FF2C62d,29.04,29.04,0.00,2.9039485017484317e+19,2.9039485017484317e+19,0
0xa8748b5c20894821C1A16E3c4c6500AAfa1E80CD,572.81,572.81,0.00,5.72811258887991e+20,5.72811258887991e+20,0
0xA93D2cBc25CAE1bd25DDcA3Ce80d41302D3C484f,493.91,493.91,0.00,4.939139872125049e+20,4.939139872125049e+20,0
0xAa638a9603D46cf4E07aF437cf57dba6Ca3241e4,1.01,1.01,0.00,1.0081781216436292e+18,1.0081781216436292e+18,0
0xAA8c151007b5263c7103adA239ec1a16d3C941A1,1.06,1.06,0.00,1.0631996448655762e+18,1.0631996448655762e+18,0
0xAaBDEE2b6dbbbd9048AC1d99BBcd306d6A7E9ad6,52.70,52.70,0.00,5.269505132577579e+19,5.269505132577579e+19,0
0xaB13156930AB437897eF35287161051e92FC1c77,"9,662.81","3,165.70","43,546.30",9.662811388872084e+21,3165702847218021040128,43546303898485677750563
0xAb1eE40e8D01ce977F8723F2cE6373C424C5031e,60.02,60.02,0.00,6.001801158359645e+19,6.001801158359645e+19,0
0xabEfd611A486b84F31503c361F6e3d0f3c14C074,"5,235.43","2,058.86","21,290.72",5.235433591937033e+21,2058858397984258260992,21290718458128517312171
0xac895Dc2deaaB8c5C40af5b13E28E83410cfD751,282.53,282.53,0.00,2.8253262849991757e+20,2.8253262849991757e+20,0
0xADD72b93b3cFd541E101f4886047B0A675115b98,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xAe1B3eB4E8b5f5c9E8213B87e4dA844b61FaA48d,"2,907.42","1,476.86","9,588.25",2.90742254506864e+21,1476855636267160043520,9588250058991153690080
0xaEcaeA22Cd213f0DF786AF9F8b7d2f651AF84D3C,"13,223.88","4,055.97","61,447.12",1.3223880641647433e+22,4055970160411858173952,61447121187905995454798
0xAF60dF87ed5f6893f7CbA431E5BDA07BBAC0B9EF,"1,014.48","1,003.62",72.78,1.0144785402651146e+21,1003619635066278641664,72780865943940516032
0xAfA98BA384612E3A5a8F2Ee47951323F6c02A00F,156.71,156.71,0.00,1.5671228924559367e+20,1.5671228924559367e+20,0
0xB07CC36fa7d15FE4eeb90e301f200C93B4f4E732,106.57,106.57,0.00,1.0657030374357202e+20,1.0657030374357202e+20,0
0xB08cDe7897e02c670865fAfeEB96527EFDb37C2b,130.04,130.04,0.00,1.3004137875180868e+20,1.3004137875180868e+20,0
0xb0b975ac6A2A8c8D6829880BE6A9F2b209311827,0.68,0.68,0.00,6.769165398787942e+17,6.769165398787942e+17,0
0xb391eBA3351AD7E1D39Fa28B3bc46D1606EB76f5,92.94,92.94,0.00,9.29391653267043e+19,9.29391653267043e+19,0
0xb3AEBa7fc075dEbCd37Bd6743f1dBc4FfD6baBfa,103.41,103.41,0.00,1.0341331707730762e+20,1.0341331707730762e+20,0
0xb4367aBE9d87C508eceb60c422cBBF8E34Aa8dc9,51.05,51.05,0.00,5.1046350263264895e+19,5.1046350263264895e+19,0
0xb45b653641A241e3D9a392435B082aDa7426D4AC,2.02,2.02,0.00,2.0164458241762847e+18,2.0164458241762847e+18,0
0xB52A42f0C0032bcBe8Ee448654F47E423CcbB3a6,348.50,348.50,0.00,3.485006987464198e+20,3.485006987464198e+20,0
0xb56238D0225c7E6155591916167C138A4Be2BABc,"1,463.00","1,115.75","2,327.41",1.4629990083811913e+21,1115749752095297830912,2327407883953709736836
0xb56886CF3C89B12cf775B7E43B01963694FdaBCe,71.26,71.26,0.00,7.126129246936927e+19,7.126129246936927e+19,0
0xB584084314708Fc1f258Ec065E6e5FAdE0D9DdB2,21.05,21.05,0.00,2.105180390169458e+19,2.105180390169458e+19,0
0xb5E105b51f4A43905095f66FB51a20c4E7fB5AC1,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xB69994BC4678b5c0b20c958b748f9F5861fAE764,102.17,102.17,0.00,1.0216911675193993e+20,1.0216911675193993e+20,0
0xb6c13733e8BaFA3024889148Bba8693a41331B6B,320.88,320.88,0.00,3.208764356644764e+20,3.208764356644764e+20,0
0xb6Cc89Ee18DfEaC9b65E2257979Cb3fc0f6a82F0,290.49,290.49,0.00,2.9049162035896677e+20,2.9049162035896677e+20,0
0xB6E58769550608DEF3043DCcbBE1Fa653af23151,51.65,51.65,0.00,5.165380347588198e+19,5.165380347588198e+19,0
0xB7a9bD1d8a94d93Cd5c9eBFE6702aC1303FB238A,8.27,8.27,0.00,8.265261393811823e+18,8.265261393811823e+18,0
0xB7CbB68D685F3bD1A151663EB9679D64dFd94790,"20,362.06","5,840.52","97,329.41",2.036206331014195e+22,5840515827535487434752,97329406719882455122359
0xb7e1eB606a07b81A836bD19a244648640acFeE95,395.56,395.56,0.00,3.9555660629508705e+20,3.9555660629508705e+20,0
0xb84ec6b63029EE9b693Adc5a1d87c493A1CBdA2A,237.22,237.22,0.00,2.3721824204940784e+20,2.3721824204940784e+20,0
0xb8Aa5d63491c087D40Fee4311A89b1dCd74b0FDb,"1,788.87","1,197.22","3,965.52",1.788874788797174e+21,1197218697199293497344,3965523402130566300482
0xB8eC6d69e088D2BafF1d5C4Efc702A41C8146443,0.32,0.32,0.00,3.208922287502926e+17,3.208922287502926e+17,0
0xb92667E34cB6753449ADF464f18ce1833Caf26e0,"1,103.54","1,025.88",520.45,1.1035355887031334e+21,1025883897175783342080,520453696564008218766
0xb97B580614f4A3189d15113E69E7bDf8234eF998,1.01,1.01,0.00,1.0081781216436292e+18,1.0081781216436292e+18,0
0xb9aa42cbd363D73E9fA77f53a4Ac8AF89b17B42E,550.83,550.83,0.00,5.508348565612462e+20,5.508348565612462e+20,0
0xB9Bee603BD1449ADeB9a9Babd73e9b19f4Df5D50,9.90,9.90,0.00,9.903073217273209e+18,9.903073217273209e+18,0
0xb9dA76e27fE60344BB54294a531be64e6420fC13,30.75,30.75,0.00,3.0754264826727043e+19,3.0754264826727043e+19,0
0xBaaEb7Aae88C94D682Dd779318c4fe0fc450eB3f,51.54,51.54,0.00,5.154238055532566e+19,5.154238055532566e+19,0
0xbaeeb704c5a74314DE47b9214D56902537fFA2A2,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xBb1B02d892575ccD9A436cFF986F2C3fDf0702d7,200.06,200.06,0.00,2.000642953021476e+20,2.000642953021476e+20,0
0xBb2Cd48f0dcF2593D21E1A9a6D58FD6B5960c7D0,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xbB2EDfd379634678CC22fbE21f633aF7fF3f6e10,32.12,32.12,0.00,3.212425123705204e+19,3.212425123705204e+19,0
0xbcA1b9e3258572933FE8f80509D51ab4e1D43365,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xbcBF774fAa5D7dDe131AE0eaC9e701384755d39C,866.23,866.23,0.00,8.662305336179143e+20,8.662305336179143e+20,0
0xbd071de4D984F91330d4fAb66c323DC94D38C220,28.64,28.64,0.00,2.8635428476700156e+19,2.8635428476700156e+19,0
0xBD1f7d88C76A86C60d41bDDD4819fAe404e7151E,203.92,203.92,0.00,2.0392288380469785e+20,2.0392288380469785e+20,0
0xBD3ed7668b840c8Bb30e000EC2b681D0B40D7399,1.03,1.03,0.00,1.0263616118202113e+18,1.0263616118202113e+18,0
0xbeBf972978830E2788047A7abE5eC39CB4b6076C,"1,002.57","1,000.64",12.90,1.0025658281519666e+21,1000641457037991641088,12897929718330584879
0xbee01CAeEFa792FD883C74f88655FAC571990F6e,5.07,5.07,0.00,5.065647274171623e+18,5.065647274171623e+18,0
0xbEf31777d13bd5FAF521C4a658703D8Ebd234E8E,"1,005.34","1,001.34",26.87,1.0053445943302516e+21,1001336148582562889728,26866258362524592386
0xBf5Cdd504b36408d3345cffb0B651Ef0f6205423,88.89,88.89,0.00,8.888758864716657e+19,8.888758864716657e+19,0
0xbf87ba343C62e93A063654c6Ec235cEB153Dfca4,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xbFA05260e8237d6ccdc3ef8afB54Aa3158DF2258,124.38,124.38,0.00,1.243802478247425e+20,1.243802478247425e+20,0
0xc0167Aac7Dc87DC225E39b5D9e014e343D06C2b3,"3,299.04","1,574.76","11,556.84",3.2990414215240866e+21,1574760355381021638656,11556843606857003458230
0xC05D7410C3E84a5825f37f0546698b30F80aa5A3,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xC0F060dc090136e3972BF9068b8f2273327Eb51C,5.64,5.64,0.00,5.644604019754709e+18,5.644604019754709e+18,0
0xC0F9e8De7cE5ad40979de08b6b746BA47Ca608cC,"6,117.97","2,279.49","25,727.07",6.117971665232022e+21,2279492916308005617664,25727069362761507057587
0xC105A696ECC97ab7d6655Bf0E16d03f8BA9fb536,"152,184.12","38,796.03","759,973.79",1.5218412005909177e+23,38796030014772942995456,759973793862726735833565
0xc11661F08e67cCEef4819BEea2Cf0D94008BA9b7,476.98,476.98,0.00,4.769845757209101e+20,4.769845757209101e+20,0
0xc14Be52005b1d95e0a2e44F474Ed1f1fA95eCF0A,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xC157227c7A11DDDb5EF159addB85755e6071dE6c,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xC165896160920cf5C3553746641f384e4d16D3FA,100.21,100.21,0.00,1.0021393379228801e+20,1.0021393379228801e+20,0
0xC1a5E5dD17DB38bF0925a0176BD7F0b8DB4C4656,39.71,39.71,0.00,3.971095860274336e+19,3.971095860274336e+19,0
0xC2B4DF14898F8496175fA79eed6738141Cf87487,1.01,1.01,0.00,1.0081781216436292e+18,1.0081781216436292e+18,0
0xC2dd2b0cA1Ad1448b9F6839A2EF7D9bb1129A138,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xC35e6BA6A7155e79678134DaAb650fd3937C8589,6.00,6.00,0.00,5.995998154946586e+18,5.995998154946586e+18,0
0xC3607624e3264992f6D61aE56C5E13b5B24e8f6d,350.39,350.39,0.00,3.503908336090518e+20,3.503908336090518e+20,0
0xC37d61FaE097fbB439F31052a589a4c5c655C0B6,30.76,30.76,0.00,3.0759155576034075e+19,3.0759155576034075e+19,0
0xc47c4c896Afe31e0c37ecDb54df7836313b6504c,532.76,532.76,0.00,5.3275660711288406e+20,5.3275660711288406e+20,0
0xC49F2F72D1E59e5f52d13E1c86F563D85b3DB1FD,67.23,67.23,0.00,6.723397008540907e+19,6.723397008540907e+19,0
0xC4d20A2e7Ae7Cf8e8927044d009A366B411A0e0A,"9,205.44","3,051.36","41,247.17",9.205436820835646e+21,3051359205208911511552,41247169005541116184021
0xC4f38Fa6974D4572D4F318911FD6Bfd6ee11A3BA,1.01,1.01,0.00,1.0137497250169016e+18,1.0137497250169016e+18,0
0xc524eC381b45D6FFccF88800f33ed4c039e508bF,633.63,633.63,0.00,6.336339496182877e+20,6.336339496182877e+20,0
0xC5BCC6C6da4996f1351d2F51c9570B5F60821c8F,"10,093.17","3,273.29","45,709.64",1.0093170387534255e+22,3273292596883563741184,45709636666559592651152
0xC6596244587105b9D03ca815c6d18c7fb1f332ba,512.40,512.40,0.00,5.1239846955978405e+20,5.1239846955978405e+20,0
0xc6aD6bb64e432e282902ec3Ed07Ac9321E196835,1.67,1.67,0.00,1.6681374535972122e+18,1.6681374535972122e+18,0
0xC714F95245BA246FBC909160BC280c32ccc08FDf,3.04,3.04,0.00,3.04177261146107e+18,3.04177261146107e+18,0
0xC74219597Fc86b0f4644c1384c22E97800B5F9AB,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xc86115b1DE5D755e883aA778a9a13EEACE706087,"7,203.14","2,550.78","31,181.98",7.203136157722634e+21,2550784039430658457600,31181984707050773276139
0xC8a5BCfb310A2779493b5e207f77Af1e0e9402Bf,175.34,175.34,0.00,1.7533788019829424e+20,1.7533788019829424e+20,0
0xC8Aa3D70e3B235e6Be04dB0d9653002139f03408,174.62,174.62,0.00,1.7461702035458602e+20,1.7461702035458602e+20,0
0xc8c459BF26F847E0Bb8f7b58c88C71e9a185eeC3,"1,013.92","1,003.48",69.99,1.0139242038203566e+21,1003481050955089149952,69994322153267090187
0xca2f5e2153da3b8f0EFe1DF57784cd0d1A4110Ed,335.33,335.33,0.00,3.3533336439080354e+20,3.3533336439080354e+20,0
0xCa36e629A41D8E69a36Abf805F5230970BAd6896,"33,119.58","9,029.90","161,459.02",3.311958050425512e+22,9029895126063780462592,161459017280102824314852
0xcA921C9e3c002B37Ba65540650CaE44C1399c046,101.07,101.07,0.00,1.0106959655379925e+20,1.0106959655379925e+20,0
0xCaD7E09492f9B1A121C6a4AB4538e6D92Abb5edC,145.33,145.33,0.00,1.4532778793845164e+20,1.4532778793845164e+20,0
0xCb344cb7A2aE598Ce71C16Ba20779a91D84a98AF,28.31,28.31,0.00,2.8307716120422564e+19,2.8307716120422564e+19,0
0xCb62bd24ec55bcc1955f26F3ACFA2CDBC7C26D2E,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xcB726F13479963934E91b6F34b6E87eC69c21bB9,"10,006.68","3,251.67","45,274.86",1.0006679648076491e+22,3251669912019122782208,45274864182690136371474
0xcB991355f16a618073f79E6AbDBb50314cF45B1E,60.99,60.99,0.00,6.099026338889537e+19,6.099026338889537e+19,0
0xCBAd3F7f1Ca81887F4ef2e4e33f8165171b5a23C,"11,160.33","3,540.08","51,074.04",1.116032914723614e+22,3540082286809034784768,51074040619484613634745
